STATE,estuary,DLAT,DLONG,CONDITION,CLASSIFICATION,SUBCLASS,BARRIER_BACKBARRIER,CENTRAL_BASIN,FLUVIAL_BAYHEAD_DELTA,FLOOD_EBB_DELTA,INTERTIDAL_FLATS,MANGROVE,SALTMARSH_SALTFLAT,TIDAL_SANDBANKS,ROCKY_REEF,CORAL,CHANNEL,BEDROCK,FLOODPLAIN,BEDROCK_PERIMETER,PERIMETER,CATCHMENTAREA,WATERAREA,MAXLENGTH,MAXWIDTH,ENTLENGTH,ENTRANCEWIDTH,MEANWAVEHEIGHT,MEANWAVEPERIOD,MAXWAVEHEIGHT,MAXWAVEPERIOD,TIDALRANGE,TIDALTYPE
QLD,Currumbin Creek,-28.128,153.484,modified,tide dominated,TIDAL FLAT/CREEK,0.09005,0.19533,,0.21233,0.17034,0.26916,0.14486,,0.03131,,0.16741,,,2.54635,16.52,54,0.68,4.25,0.61,0.16,0.089,0.967,6.668,2.6,10.8,1.2,Semi Diurnal
QLD,Curtis Island Creek,-23.487,151.114,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,7.27,46,0.4,2.78,0.31,,0.56,0.521,6.368,2.8,9.8,3.5,Semi Diurnal
QLD,Daintree River,-16.291,145.451,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,2.52204,1.73157,11.67954,9.1317,0.06342,,,6.93342,,,,78.3,1120,8.785,26.28,0.7,,0.9,0.513,5.694,1.7,13.7,1.9,Diurnal
QLD,Dallachy Creek,-18.164,146.009,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,13.31,99,0.058,3.94,,,0.42,0.577,5.87,2.2,13.8,2.3,Semi Diurnal
QLD,Dalmumeah Creek,-16.539,139.632,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,6.62,26,0.26,3.16,,,0.13,0.388,3.11,2.9,6.8,3.6,Diurnal
QLD,Dead Dog Creek,-14.612,144.88,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,14.54,54,0.45,6.42,,,0.4,0.977,5.584,2.3,11.5,2,Semi Diurnal
QLD,Deep Creek,-18.276,146.225,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,43.95,58,5.13,7,,,2.19,1.02,6.14,3.8,13.3,2.3,Diurnal
QLD,Dempster Creek,-20.671,148.721,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,22.39,119,3.39,5.98,2.02,,1.9,0.137,4.889,1.1,8.6,3.4,Semi Diurnal
QLD,Dicksons Inlet,-16.483,145.459,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,0.2096,2.01521,1.98545,,0.23599,,0.54223,,,0.73338,14.12,17,0.52,4.58,,,0.13,0.821,5.67,2.1,13.2,2,Diurnal
QLD,Disaster Inlet,-17.645,139.939,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,69.09,602,5.19,33.91,,,0.43,0.057,3.112,0.9,7.8,3.5,Diurnal
QLD,Don River,-19.962,148.224,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.0771,0.18124,,0.49688,,0.69545,0.90492,0.0292,,,0.04757,,,0.44156,5.1,1230,0.26,1.56,0.41,,0.16,1.034,5.754,4,11.6,2.2,Semi Diurnal
QLD,Doughboy River,-11.457,142.085,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,31.51,515,3.27,8.02,,,0.5,0.444,3.38,3.4,9.2,2.8,Diurnal
QLD,Ducie River,-12.046,142.026,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,99,3454,19.68,32.42,,,1.21,0.286,3.345,3,10.5,2.3,Diurnal
QLD,Duck Creek,-16.802,141.089,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,67.1,858,4.66,23.67,,,0.96,0.31,3.437,2.4,9.2,3.3,Diurnal
QLD,East Creek,-22.511,150.563,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,60.47,67,11.59,10.93,1.11,,1.59,0.211,2.692,0.7,8.1,4.4,Semi Diurnal
QLD,Edward River,-14.771,141.573,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,20.52,8092,0.53,9.91,,,0.051,0.323,3.548,2.7,10.2,2,Diurnal
QLD,Eight Mile Creek,-16.783,138.537,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,1.32,1334,0.03,0.6,,,0.036,0.396,3.525,2,9.7,3.4,Diurnal
QLD,Elizabeth River,-16.502,139.556,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,21.22,62,1.19,8.61,,,0.11,0.159,3.97,3.1,10.1,3.6,Diurnal
QLD,Elliot River,-24.932,152.489,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,0.23356,1.92079,2.08296,1.85967,1.16069,0.04384,,0.7358,,0.10435,,20.65,293,1.25,4.12,,,1.42,0.401,5.928,1.6,9.9,2.3,Semi Diurnal
QLD,Elliot River,-19.879,147.888,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,28.86,478,2.73,7.76,0.54,,0.35,0.889,5.391,3.4,10.5,2.4,Semi Diurnal
QLD,Embley River,-12.664,141.817,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,42.67526,83.36796,32.68656,1.39903,1.41472,,62.11783,,0.75949,9.17335,245.01,2076,106.73,38.38,4.01,,3.19,0.05,4.448,1.6,11.9,2.1,Diurnal
QLD,Endeavour River,-15.459,145.245,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.23719,,,1.63471,0.21549,9.66639,2.13507,1.47884,,,3.24251,,,,58.03,918,5.13,19.1,,,0.85,0.797,6.056,2.1,14,2,Semi Diurnal
QLD,Eprapah Creek,-27.562,153.294,modified,tide dominated,TIDAL FLAT/CREEK,,,,1.18466,1.44791,1.2923,1.34135,,,,0.21249,,,,3.62,31,0.08,1.61,0.14,,0.042,0.475,7.175,1.6,11.7,1.6,Semi Diurnal
QLD,Escape River,-10.958,142.711,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,122.25,236,38.1,16.33,,,2.68,0.908,5.214,2.3,10.4,2.7,Diurnal
QLD,Euri Creek,-19.949,148.162,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,30.11,414,3.08,5.13,,,0.92,1.034,5.754,4,11.6,2.3,Semi Diurnal
QLD,Eurimbula Creek,-24.17,151.843,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,11.52,83,0.53,4.34,,,0.23,0.742,6.075,2.7,9.5,2.5,Semi Diurnal
QLD,Feather Creek,-21.958,149.482,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,0.6906,0.22081,1.02524,0.67703,,0.00569,,0.14145,,,0.26617,4.33,49,0.082,2.04,,,0.096,0.257,5.035,1,9.2,6.2,Semi Diurnal
QLD,Fig Tree Creek,-18.875,146.283,largely unmodified,tide dominated,TIDAL FLAT/CREEK,0.07738,,,0.92326,0.07098,2.52515,4.94714,0.00714,,0.34428,0.17098,,,0.03222,7.12,42,0.2,3.12,,,0.19,0.605,5.609,2.3,12.6,2.3,Semi Diurnal
QLD,Fitzroy River,-23.523,150.875,modified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,13.34347,129.35211,274.27443,17.95098,,,195.67198,,,58.82745,194.59,142733,58.85,77.96,7.43,,7.36,0.397,6.195,1.7,9.8,4,Semi Diurnal
QLD,Five-Mile Creek,-14.091,143.696,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,4.95,32,0.13,1.86,,,0.49,0.355,5.097,1.5,11,2.1,Semi Diurnal
QLD,Flinders River/Bynoe River,-17.513,140.732,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,345.4,109460,70.98,74.19,,,1.57,0.074,3.114,0.7,8.7,3.3,Diurnal
QLD,Gentle Annie Creek,-18.564,146.344,modified,river dominated,WAVE-DOMINATED DELTA,0.19128,,,,0.02975,17.25467,,0.33223,,,1.38985,,,,17.8,30,1.72,4.07,,,0.78,1.125,6.038,4,12.5,2.2,Semi Diurnal
QLD,Georges Creek,-22.562,150.551,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,35.3,127,3.33,6.88,1.01,,0.99,0.211,2.692,0.7,8.1,4.4,Semi Diurnal
QLD,Gilbert River,-16.552,141.271,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,94.85,42148,9.84,39.25,,,1.02,0.212,3.156,1.5,9.4,3.3,Diurnal
QLD,Gin Arm Creek,-17.465,139.544,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,71.87,2340,11.65,34.59,,,0.54,0.024,2.735,0.6,5.9,3.5,Diurnal
QLD,Glennie Inlet,-12.344,143.104,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,20.26,38,0.91,7.3,,,0.27,0.808,5.367,2,11.8,2.3,Diurnal
QLD,Great Sandy Strait,-25.436,152.971,largely unmodified,tide dominated,OTHER,,,,23.14576,93.28328,76.11776,47.02192,95.95097,,,151.25123,,10.79042,,405.09,11636,286.1,50.63,8.69,,5.27,0.284,4.243,0.9,12.1,2.7,Semi Diurnal
QLD,Gregory River,-20.159,148.427,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,39.77,185,3.58,18.38,,,1.27,0.378,4.166,1.7,9.6,2.5,Semi Diurnal
QLD,Gum Creek,-16.618,138.084,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,5.28,357,0.12,2.38,,,0.13,0.187,3.597,1.5,9.7,2.9,Diurnal
QLD,Half Moon Creek,-16.801,145.715,no assessment,tide dominated,TIDAL FLAT/CREEK,0.03725,,,0.08669,,1.33122,0.77235,,,,0.11671,,,1.19687,3.52,25,0.081,1.64,,,0.062,0.98,6.084,2.8,13.7,2,Diurnal
QLD,Harmer Creek,-11.913,142.956,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,9.58,778,0.26,4.31,,,0.22,0.301,4.821,1.7,11.6,2.3,Diurnal
QLD,Haughton River,-19.416,147.126,modified,river dominated,TIDE-DOMINATED DELTA,,,,9.72612,1.2193,25.62134,16.28461,1.16866,,,6.36233,,,8.66031,,2111,,,,,,0.087,5.53,1,11.7,2.4,Semi Diurnal
QLD,Head Creek,-22.561,150.576,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,77.29,224,16.51,13.5,1.65,,2.18,0.211,2.692,0.7,8.1,4.3,Semi Diurnal
QLD,Herbert Creek,-22.393,149.889,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,0.04799,35.11208,85.73408,91.66326,,,88.91037,,13.53974,,117.36,2286,174.44,46.03,,,9.54,0.047,2.568,0.5,8,5.2,Semi Diurnal
QLD,Herbert River,-18.503,146.273,modified,river dominated,TIDE-DOMINATED DELTA,,,,6.37585,2.65991,50.15904,0.71199,2.28186,,,7.79191,,,,96.34,,9.48,31.38,,,3.02,,,,,,
QLD,Hersey Creek,-14.371,141.555,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,6.42,437,0.15,3.04,,,0.061,0.341,3.547,3,10.3,1.9,Diurnal
QLD,Hervey Bay,-24.719,152.71,largely unmodified,tide dominated,OTHER,1.22763,,47.37143,,35.72853,23.99651,15.42521,199.99922,0.62254,,3522.3496,,0.09928,5.96951,287.97,,3814.4,65.59,,,88.48,,,,,,
QLD,Hervey Creek,-20.716,148.734,largely unmodified,tide dominated,TIDAL FLAT/CREEK,0.05151,,,0.31753,0.02912,1.64883,0.60222,0.06673,0.01242,,0.46247,,,,14.18,65,0.78,4.63,0.29,,0.13,0.601,4.365,2.4,8.1,3.4,Semi Diurnal
QLD,Hilliards Creek,-27.49,153.266,modified,tide dominated,TIDAL FLAT/CREEK,,,,0.62621,2.0463,1.12144,1.39285,,,,0.0797,,,,4.93,62,0.35,1.64,0.52,,0.16,0.789,6.111,1.9,9.6,1.7,Semi Diurnal
QLD,Hinchinbrook Channel,-18.258,146.053,largely unmodified,tide dominated,OTHER,,,,,,93.18847,6.98725,,,,120.90514,,0.98475,,249.62,9455,150.42,44.53,,,9.25,0.577,5.87,2.2,13.8,2.3,Semi Diurnal
QLD,Horse Creek,-15.66,141.436,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,8.77,84,0.4,4.11,,,0.27,0.189,3.402,1.8,10,2.7,Diurnal
QLD,Horse Place Creek,-16.597,139.18,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,,21,,,,,,0.379,3.507,2.5,10.5,3.6,Diurnal
QLD,Howick River,-14.557,144.717,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,22.52,312,0.52,6.37,,,0.13,0.907,5.129,2.3,10.4,1.9,Semi Diurnal
QLD,Hull River,-17.992,146.077,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.1736,,,0.52185,0.58026,9.66596,8.8805,0.06996,,,1.37286,1.4671,,2.72307,39.89,155,2.13,10.31,,,0.12,0.794,6.04,2.8,13.5,2.1,Semi Diurnal
QLD,Hummock Creek,-14.739,144.959,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,6.7,94,0.17,3.14,,,0.077,1.149,5.759,2.7,11.3,2,Semi Diurnal
QLD,Hunter Inlet,-12.347,143.133,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,21.85,28,1.39,5.51,,,0.49,0.808,5.367,2,11.8,2.3,Diurnal
QLD,Island Head Creek,-22.348,150.654,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,75.76,138,20.2,12.59,2.33,,1.46,0.961,6.015,4.4,9.9,4.5,Semi Diurnal
QLD,Jackson River,-11.669,142.012,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,57.57,1699,8.27,17.8,,,0.66,0.195,3.707,3,10.3,2.6,Diurnal
QLD,Janie Creek,-12.026,141.823,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,20.84,176,1.4,8.01,,,0.39,0.509,3.633,4.9,10.5,2.2,Diurnal
QLD,Jardine River,-10.922,142.213,near pristine,river dominated,WAVE-DOMINATED DELTA,0.61198,,,,1.33013,14.39331,18.65721,3.16504,,,2.25378,,,,46.38,2828,5.26,16.9,,,0.4,0.506,3.372,3,7.6,3.2,Diurnal
QLD,Jeannie River,-14.656,144.922,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,16.28,486,0.76,7.71,,,0.14,0.977,5.584,2.3,11.5,2,Semi Diurnal
QLD,John'S Creek,-17.395,139.452,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,31.08,113,1.71,12.2,,,0.25,0.051,2.725,1,5.4,3.6,Diurnal
QLD,Johnstone River,-17.509,146.066,modified,river dominated,TIDE-DOMINATED DELTA,,,,2.62705,0.47257,2.71536,0.04299,0.31533,,,4.05223,,,,26.27,1674,2.36,10.66,,,0.31,0.897,5.9,3,13.4,2.1,Diurnal
QLD,Kangaroo River,-12.347,143.127,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,12.94,109,0.57,5.28,,,0.28,0.808,5.367,2,11.8,2.3,Diurnal
QLD,Kendall River,-14.163,141.594,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,94.65,9979,7.08,53.94,0.9,,0.25,0.042,4.051,0.7,11.4,1.9,Diurnal
QLD,Kennedy Inlet,-10.841,142.571,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,129.17,721,66.18,25.87,,,5.09,0.612,4.849,2,10.7,2.6,Diurnal
QLD,Kirke River,-13.932,141.472,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,137.04,1365,41.54,42.79,9.88,,0.23,0.481,3.75,4.7,10.6,1.9,Diurnal
QLD,Knobler Creek,-21.663,149.446,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,0.21327,0.71367,1.04271,0.36545,0.03737,0.21005,,0.15005,,,0.37141,4.84,17,0.18,2.33,,,0.13,0.57,4.907,2.4,8.2,5,Semi Diurnal
QLD,Kolan River,-24.651,152.188,modified,river dominated,WAVE-DOMINATED DELTA,0.37233,,,1.69707,1.95244,7.10244,0.15959,2.72565,,,4.81286,,1.90018,,60.65,2823,5.17,18.22,,,0.32,0.797,5.661,2.4,10.6,2.3,Semi Diurnal
QLD,Kungunmeah Creek,-16.689,139.357,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,4.23,63,0.088,1.91,,,0.097,0.179,2.92,1.8,6.4,3.6,Diurnal
QLD,Lagoon Creek,-16.774,138.461,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,0,57,0,,,,,0.283,3.405,1.7,9.7,3.3,Diurnal
QLD,Leichhardt Creek,-19.099,146.51,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,0.13314,0.13023,0.42922,0.40765,,,0.31776,0.12248,,,0.71509,9.78,66,0.28,2.78,,,0.22,0.583,5.512,2.8,12.7,2.5,Diurnal
QLD,Leichhardt River,-17.575,139.796,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,149.25,32568,21.04,70.47,,,0.54,0.268,2.885,1.9,5.9,3.5,Diurnal
QLD,Littabella Creek,-24.579,152.108,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.89688,,,0.37141,,1.78366,0.008,0.92915,,,0.51421,,0.01549,,31.67,189,0.88,11.75,,,0.12,0.797,5.661,2.4,10.6,2.3,Semi Diurnal
QLD,Liverpool Creek,-17.709,146.109,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.03269,,,0.32067,0.22931,0.5585,,0.09775,,,0.30041,,,0.14327,8.57,313,0.21,4.02,,,0.031,1.154,5.947,4,12.3,2.2,Diurnal
QLD,Lockhardt River,-12.877,143.371,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,1.52341,1.56834,41.68299,27.80528,0.63716,,,20.36299,,,,118.12,900,16.42,16.84,,,2.95,0.545,5.742,1.4,13,2.1,Diurnal
QLD,Logan Albert River,-27.694,153.349,modified,river dominated,TIDE-DOMINATED DELTA,,,,,0.01992,2.27386,0.21879,0.60686,,,2.13824,,,1.21896,53.71,3822,5.01,21.81,0.79,0,0.32,0.475,7.175,1.6,11.7,1.4,Semi Diurnal
QLD,Logan Jack Creek,-11.22,142.787,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,5.52,126,0.13,1.81,,,0.16,0.213,5.751,1.1,13.2,2.6,Diurnal
QLD,Longford Creek,-20.163,148.411,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,20.82,325,2.18,7.46,,,1.83,0.378,4.166,1.7,9.6,2.5,Semi Diurnal
QLD,Louisa Creek,-21.272,149.27,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,0.54856,,,,0.03372,2.03163,1.36572,0.07447,,,0.5711,,,,12.55,33,0.61,4.92,,,0.33,0.838,5.193,3.7,9.5,4.9,Semi Diurnal
QLD,Love River,-13.495,141.562,near pristine,wave dominated,WAVE-DOMINATED ESTUARY,,,,,,,,,,,,,,,52.69,327,12.79,20.13,3.44,,1.08,0.377,3.456,4.3,10.9,1.8,Diurnal
QLD,Macdonald River,-11.529,142.061,near pristine,river dominated,WAVE-DOMINATED DELTA,,,,,,,,,,,,,,,35.72,212,5.39,12.7,,,0.75,0.532,3.587,3.9,9.7,2.7,Diurnal
QLD,Mackenzie Creek,-16.202,145.445,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,7.19,40,0.17,2.1,,,0.076,1.055,5.783,2.6,13.2,1.9,Diurnal
QLD,Macmillan River,-11.973,143.17,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,14.03,55,1.07,5.11,,,0.71,1.214,5.71,3,11.8,2.2,Semi Diurnal
QLD,Malaman Creek,-15.033,141.664,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,30.22,1392,0.87,13.62,,,0.41,0.171,3.284,1.4,9.9,2.1,Diurnal
QLD,Maria Creek,-17.803,146.093,largely unmodified,river dominated,WAVE-DOMINATED DELTA,0.19451,,,0.33293,0.02475,6.53229,1.21233,0.1928,,,0.70203,,,1.224,14.51,180,0.47,6.26,,,0.038,0.303,6.3,1.9,14.1,2.1,Semi Diurnal
QLD,Marion Creek,-21.729,149.458,largely unmodified,tide dominated,TIDAL FLAT/CREEK,,,,,5.28286,2.31951,0.53469,0.50453,0.09198,,0.4617,,,0.03376,10.21,107,0.45,3.73,,,,0.57,4.907,2.4,8.2,5.1,Semi Diurnal
QLD,Marless Creek,-17.351,139.286,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,20.16,412,0.93,4.25,,,0.08,0.069,2.379,0.8,4.3,3.6,Diurnal
QLD,Maroochy River,-26.647,153.102,modified,wave dominated,WAVE-DOMINATED ESTUARY,0.60878,,,0.61697,0.59405,4.59128,0.04897,0.1062,0.1133,,4.31722,,,0.73342,30.74,688,3.841,7.74,0.82,0.41,0.3,0.3,7.307,1.4,11.1,1.4,Semi Diurnal
QLD,Marrett River,-14.38,144.168,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,40.43,1295,2.19,19.3,,,0.63,0.152,3.58,1,8.4,2.1,Semi Diurnal
QLD,Mary River,-25.433,152.926,extensively modified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,5.38888,30.75931,9.34382,32.36808,0.00429,,30.70554,,6.61837,,251.66,,44.92,48.62,2.14,,0.86,,,,,,
QLD,Massacre Inlet,-16.736,138.335,near pristine,river dominated,TIDE-DOMINATED DELTA,,,,,,,,,,,,,,,19.14,647,1.82,7.89,,,0.95,0.171,3.477,1.2,10,3.2,Diurnal
QLD,Massey Creek,-13.914,143.605,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,10.64,310,0.27,3.6,,,0.033,0.681,4.583,1.9,9.2,2.1,Semi Diurnal
QLD,Mcivor River,-15.142,145.236,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,23.53,516,0.9,8.91,,,0.52,1.293,6.159,3.3,14,2.1,Semi Diurnal
QLD,Mckenzie Creek,-17.098,139.472,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,8.17,38,0.39,3.52,,,0.46,0.05,2.765,0.7,5.9,3.6,Diurnal
QLD,Meunga Creek,-18.231,146.019,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,0.85148,,1.85961,0.26431,0.07996,,,0.20381,,0.08334,,5.7,226,0.15,2.32,,,0.4,0.577,5.87,2.2,13.8,2.3,Semi Diurnal
QLD,Miralda Creek,-20.122,148.463,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,18.64,57,1.81,4.79,,,1.27,0.378,4.166,1.7,9.6,2.5,Semi Diurnal
QLD,Mission River,-12.597,141.894,near pristine,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,,,,,,,,,,123.31,1290,36.11,32.78,3.19,,1.01,0.046,3.799,0.7,9.9,2.1,Diurnal
QLD,Missionary Bay,-18.216,146.177,near pristine,tide dominated,OTHER,,,,,,,,,,,,,,,35.31,169,59.99,9.31,,,11.12,0.908,6.14,3.3,13.9,2.3,Diurnal
QLD,Mitchell River,-15.068,141.648,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,3.08159,9.55799,67.65109,112.65666,,,,41.10736,,,240.37468,89.07,65278,8.53,26.31,,,0.94,0.037,3.826,0.6,10.9,2.2,Diurnal
QLD,Mooloolah River,-26.681,153.133,modified,river dominated,WAVE-DOMINATED DELTA,0.46756,,,,,0.32741,0.06895,,,,1.71119,,,0.09554,28.25,215,1.26,5.93,0.49,2.08,0.099,1.295,6.55,3.4,9.2,1.4,Semi Diurnal
QLD,Moonkan Creek,-14.852,141.59,near pristine,wave dominated,STRANDPLAIN,,,,,,,,,,,,,,,16.85,808,0.44,7.88,,,0.3,0.101,3.435,1,10.7,2,Diurnal
QLD,Moonlight Creek,-17.3,139.219,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,15.39,1066,0.36,3.76,,,0.101,0.02,2.498,0.5,4.9,3.6,Diurnal
QLD,Moresby River,-17.6,146.13,modified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,,11.79399,18.82691,1.26477,,,4.13767,,4.24557,0.859,50.69,117,5.16,14.59,1.12,0.47,0.21,1.284,6.226,4.4,12.8,2.1,Diurnal
QLD,Moreton Bay,-27.071,153.284,modified,wave dominated,WAVE-DOMINATED ESTUARY,436.59138,1056.98298,35.88784,149.03879,75.66198,80.33621,22.76444,422.7558,0.47991,,77.09499,,25.4298,8.06843,297.56,22807,1493.71,78,33.79,0,21.61,0.718,5.945,1.8,9.8,1.6,Semi Diurnal
QLD,Morning Inlet,-17.706,140.215,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,29.02,1617,1.96,14.01,,,0.57,0.02,3.348,0.3,9.5,3.4,Diurnal
QLD,Mossman River,-16.434,145.405,largely unmodified,river dominated,TIDE-DOMINATED DELTA,0.07706,,,0.5925,0.07581,1.44261,0.05452,0.00354,,,0.43429,,,,8.69,256,0.27,4.21,,,0.092,0.743,4.942,2.2,12.8,2,Diurnal
QLD,Mowbray River,-16.545,145.488,largely unmodified,river dominated,TIDE-DOMINATED DELTA,,,,,0.62602,1.02107,0.18715,,,0.9559,0.44839,,,0.13554,6.72,119,0.21,2.4,,,0.56,0.821,5.67,2.1,13.2,2,Diurnal
QLD,Mud Creek,-19.521,147.533,largely unmodified,wave dominated,STRANDPLAIN,0.36096,,,0.35569,0.10243,5.98371,0.64028,0.02743,,,0.70503,,,0.54856,12.62,36,1.08,4.48,0.78,,0.45,1.009,5.413,4,10.2,2.4,Semi Diurnal
QLD,Murray Creek,-20.849,148.868,largely unmodified,tide dominated,TIDE-DOMINATED ESTUARY,,,,,5.71238,22.34713,6.49775,10.49188,,,16.26301,,,0.31755,77.36,570,13.54,18.62,3.38,,3.13,0.579,4.293,2.2,8,3.7,Semi Diurnal
QLD,Murray River,-18.085,146.029,largely unmodified,river dominated,WAVE-DOMINATED DELTA,,,,4.26555,0.54903,19.95341,1.51036,0.16081,,,2.68949,,0.98006,5.20286,26.95,602,2.17,9.89,,,0.76,0.818,5.95,2.7,13.5,2.2,Semi Diurnal
QLD,Mutchero Inlet/Russell Mulgrave,-17.224,145.968,modified,river dominated,WAVE-DOMINATED DELTA,0.26507,,,3.98757,0.18445,15.55721,0.59083,0.85906,,,2.93002,,0.11066,,40.51,1393,3.23,8.72,0.52,,0.18,0.949,5.989,2.9,13.4,1.9,Semi Diurnal
QLD,Namaleta Creek,-11.981,141.946,near pristine,tide dominated,TIDAL FLAT/CREEK,,,,,,,,,,,,,,,37.69,208,3.48,15.77,,,0.58,0.286,3.345,3,10.5,2.3,Diurnal
QLD,Nassau River,-15.909,141.394,largely unmodified,river dominated,WAVE-DOMINATED DELTA,,,,,3.09611,45.13335,158.22408,,,,20.22545,,,69.8056,160.93,5797,17.43,39.77,,,0.73,0.04,3.816,0.6,10.7,3,Diurnal
